index,tollbooth_name,direction,road,km,tdpa,M,A,AR,B,C2,C3,C4,C5,C6,C7,C8,C9,VNC,vta,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC
071-02,alpuyeca,alpuyeca-puente de ixtla,095d,123.000,193,1.9,91.3,0.0,0.5,2.4,3.4,0.1,0.4,0.0,0.0,0.0,0.0,0.0,"70,320",7.7,7.8,8.8,9.2,8.3,7.8,8.4,7.9,7.5,8.6,8.4,9.6
072-01,paso morelos,puente de ixtla-chilpancingo,095d,187.000,"9,319",1.0,82.6,0.0,5.9,2.3,2.3,0.5,3.1,0.7,0.1,0.0,1.5,0.0,"3,401,398",9.8,7.4,8.5,10.7,8.2,7.0,9.0,8.6,6.1,6.2,7.4,11.1
072-02,paso morelos,puente de ixtla-paso morelos,095d,187.000,237,4.7,89.9,0.0,0.1,3.3,0.7,0.2,0.8,0.3,0.0,0.0,0.0,0.0,"86,614",9.4,7.8,8.5,8.3,8.8,8.3,8.9,8.3,5.8,8.4,8.3,9.2
072-03,paso morelos,paso morelos-chilpancingo,095d,187.000,408,1.5,89.2,0.0,0.4,3.9,2.8,0.8,0.5,0.9,0.0,0.0,0.0,0.0,"149,089",9.0,8.0,8.8,8.4,8.4,7.7,8.8,8.3,5.9,8.2,8.4,10.1
073,palo blanco,chilpancingo-tierra colorada,095d,285.850,"11,431",1.1,85.2,0.0,3.6,2.3,2.7,0.5,2.7,0.8,0.0,0.0,1.1,0.0,"4,172,181",9.5,7.4,8.4,10.4,8.3,7.3,8.9,8.4,6.3,6.6,7.6,10.9
074,la venta,tierra colorada-acapulco,095d,365.400,"11,392",1.7,82.4,0.0,5.6,2.4,2.7,0.4,2.7,0.9,0.0,0.0,1.2,0.0,"4,158,031",9.6,7.6,8.5,10.2,8.2,6.9,8.7,8.3,6.1,6.8,7.8,11.3
075,puente inter. zaragoza-ysleta,zaragoza-ysleta,045,0.000,"11,919",0.8,79.2,0.3,0.1,1.1,2.8,0.5,14.7,0.4,0.0,0.1,0.0,0.0,"4,350,507",9.2,8.4,9.1,8.4,8.6,8.7,3.2,9.1,7.8,9.2,9.2,9.1
076-01,arenal,ent. ameca-magdalena,015d,10.960,"10,577",0.8,69.2,0.2,8.0,2.9,4.1,0.8,9.2,2.0,0.1,0.0,1.5,1.2,"3,860,529",8.1,7.0,8.1,9.8,8.5,8.2,9.2,8.9,7.3,7.7,7.9,9.3
076-02,arenal,ent. ameca - ent. arenal,015d,16.500,104,0.2,33.1,0.3,0.4,4.3,7.0,1.1,31.0,2.5,0.8,1.2,18.1,0.0,"37,979",7.3,8.5,8.5,7.3,8.0,7.2,7.1,7.2,7.9,10.0,10.6,10.4
076-03,arenal,ent. arenal -  magdalena,015d,16.500,"4,266",0.5,38.3,0.4,3.5,4.4,8.4,2.4,26.9,5.2,0.9,0.2,7.6,1.3,"1,556,935",8.2,7.3,8.4,8.8,8.4,8.1,8.8,8.4,7.3,7.9,8.4,10.0
077,tequila,tequila-magdalena,015d,33.840,396,3.1,85.2,0.4,2.9,2.5,1.1,0.1,0.5,0.1,0.0,0.0,0.1,4.0,"144,617",8.3,6.9,7.8,9.8,8.3,8.2,10.3,9.4,6.9,6.8,7.5,9.8
078,plan de barrancas,magdalena-ixtlán del río,015d,69.337,"14,068",0.7,58.5,0.3,6.7,3.6,6.0,1.4,15.2,3.0,0.3,0.0,3.3,1.0,"5,134,824",7.6,6.8,8.2,9.8,8.7,8.3,9.2,8.9,7.2,7.6,7.9,9.8
079-01,santa ma. del oro,ixtlán del río-tepic,015d,145.146,"8,156",0.6,49.6,0.0,6.6,4.0,5.6,1.5,20.3,3.8,0.6,0.1,5.2,2.1,"2,976,853",8.8,7.7,8.7,9.2,8.6,8.2,8.8,8.7,7.7,7.6,7.6,8.4
079-02,santa ma. del oro,ixtlán del río-sta. ma. del oro,015d,145.146,994,1.8,69.9,0.0,1.2,3.3,11.6,1.0,5.3,2.0,0.0,0.0,0.2,3.7,"362,961",9.7,9.0,9.8,10.3,9.4,8.1,9.0,8.9,7.7,6.9,0.9,10.3
079-03,santa ma. del oro,santa,015d,145.146,650,1.1,79.4,0.0,1.0,3.1,1.6,0.1,0.8,0.3,0.0,0.0,0.2,12.4,"237,412",8.8,6.9,8.0,9.1,8.8,8.1,9.1,8.4,7.7,7.6,7.9,9.6
080,camargo,jiménez-camargo,045d,11.000,"6,340",0.2,39.0,1.7,5.0,4.9,3.1,1.9,31.2,3.6,0.8,0.1,7.6,0.9,"2,314,058",8.4,6.7,7.8,8.3,8.2,8.1,9.6,8.9,7.8,8.4,8.1,9.7
081,altavista,camargo-conchos,045d,73.000,"7,246",0.2,48.1,2.0,3.0,5.9,3.5,1.5,24.2,3.0,0.7,0.1,6.5,1.3,"2,644,655",8.2,6.7,7.7,8.6,8.3,8.2,9.5,8.9,7.8,8.3,8.1,9.7
082,saucillo,conchos-delicias,045d,116.300,"9,164",0.2,53.6,1.7,3.8,4.8,2.5,1.5,22.1,2.7,0.6,0.1,5.2,1.2,"3,344,908",8.2,6.9,7.8,8.5,8.3,8.2,9.3,8.6,7.9,8.4,8.2,9.7
083,acatic,zapotlanejo-acatic,080d,21.000,298,0.6,81.2,0.5,0.6,6.5,4.4,1.2,3.7,0.7,0.1,0.0,0.5,0.0,"108,839",8.1,7.5,8.4,7.8,8.0,9.0,8.0,8.7,7.8,8.2,8.7,9.8
084-01,tepatitlán,zapotlanejo-ent. arandas,080d,41.512,"10,465",0.3,60.7,0.3,3.1,5.1,4.0,1.1,15.3,1.9,0.5,0.1,7.6,0.0,"3,819,739",8.1,7.4,8.5,8.6,8.5,8.0,8.7,8.5,8.1,8.2,8.3,9.1
084-02,tepatitlán,zapotlanejo-tepatitlán,080d,41.512,201,0.3,79.2,0.3,1.2,4.2,1.9,0.5,7.1,3.9,0.3,0.1,1.0,0.0,"73,202",8.7,7.9,7.8,7.8,8.1,7.8,8.6,8.7,8.2,8.8,8.8,8.8
084-03,tepatitlán,tepatitlán-ent. arandas,080d,41.512,"1,468",0.4,84.7,0.3,4.3,3.8,2.2,0.5,2.2,0.7,0.0,0.0,0.9,0.0,"535,753",8.4,7.9,8.7,8.5,8.5,8.4,8.1,8.5,8.8,7.8,7.9,8.5
085,san miguel el alto,ent. arandas-san miguel el alto,080d,75.300,502,0.3,82.2,0.5,1.0,4.4,3.5,0.9,3.7,1.9,0.1,0.0,1.5,0.0,"183,198",7.7,7.2,8.3,8.1,7.9,7.5,9.6,8.6,9.2,8.9,8.3,8.7
086-01,jalostotitlán,ent. arandas-desperdicio,080d,90.800,"16,802",0.3,52.5,0.3,3.8,5.0,4.8,1.3,18.8,3.3,0.6,0.2,9.1,0.0,"6,132,658",7.7,7.4,8.6,8.7,8.5,8.1,8.8,8.6,8.0,8.2,8.3,9.1
086-02,jalostotitlán,ent. arandas-jalostotitlán,080d,90.800,601,0.5,81.2,0.3,6.9,4.1,2.5,1.0,1.5,0.9,0.2,0.0,0.9,0.0,"219,276",7.9,12.0,8.6,8.5,7.3,6.8,8.2,7.9,8.2,7.6,8.4,8.6
086-03,jalostotitlán,el desperdicio-jalostotitlán,080d,90.800,238,0.5,88.6,0.3,1.9,4.0,1.6,0.5,1.7,0.4,0.0,0.0,0.5,0.0,"86,987",8.8,8.0,7.6,7.6,7.6,7.0,9.8,10.5,7.7,7.9,7.9,9.6
087,san juan de los lagos,ent. san juan de los lagos-el desperdicio,080d,110.520,286,2.1,63.5,0.4,22.6,3.2,3.3,0.4,2.4,1.3,0.1,0.0,0.7,0.0,"104,318",8.7,9.0,9.4,9.4,8.0,7.0,7.3,6.0,7.2,7.7,8.3,12.0
088-01,agualeguas,agualeguas-paras,085d,79.700,1,1.5,70.2,0.0,5.6,3.2,2.1,0.0,17.2,0.0,0.0,0.0,0.2,0.0,466,33.3,4.5,3.2,6.9,8.4,0.6,1.7,10.5,2.6,8.8,9.2,10.3
088-02,agualeguas,monterrey-agualeguas,085d,79.700,758,0.4,56.6,0.0,1.2,8.7,3.5,1.0,25.1,0.9,0.5,0.0,2.1,0.0,"276,678",7.7,7.5,9.2,9.2,8.0,8.0,8.4,8.3,7.7,8.6,8.4,9.0
089-01,sabinas,monterrey-la gloria,085d,100.000,"14,962",0.1,27.4,0.0,2.5,2.5,2.3,0.5,61.3,0.8,0.4,0.0,2.2,0.0,"5,461,263",8.4,7.4,8.5,8.3,8.2,8.0,8.5,8.6,8.0,8.4,8.4,9.3
089-02,sabinas,sabinas-la gloria,085d,100.000,35,0.4,71.7,0.0,0.9,7.3,8.8,0.3,9.0,1.4,0.0,0.0,0.2,0.0,"12,633",9.8,6.9,6.3,5.6,7.6,10.6,10.4,10.9,8.9,7.4,7.6,8.0
090,sabinas parás,monterrey-sabinas,085d,100.000,67,0.1,32.7,0.0,3.3,3.4,1.8,0.8,13.1,1.4,0.1,0.0,43.3,0.0,"24,432",8.8,7.8,7.6,8.3,7.9,7.7,9.1,8.2,7.4,8.7,9.5,9.0
091,entronque ex-garita,la gloria-san fernando,085d,191.300,"11,579",0.1,34.4,0.5,2.9,2.6,2.5,0.5,52.0,0.9,0.6,0.0,2.7,0.3,"4,226,203",8.4,7.2,8.4,8.2,8.0,8.0,8.8,8.8,7.9,8.3,8.5,9.5
092,puente inter. solidaridad en colombia,colombia-dolores,001,0.000,"2,987",0.1,30.9,0.9,0.0,6.5,26.8,0.6,31.4,2.8,0.0,0.0,0.0,0.0,"1,090,326",8.2,7.4,8.9,7.9,8.1,8.0,8.9,8.3,7.8,8.8,8.6,9.1
093,tampico,cd. valles-altamira,184d,5.102,"7,597",1.8,52.2,0.0,0.7,6.7,5.4,1.1,13.9,4.9,0.4,0.1,12.8,0.0,"2,773,006",8.3,7.3,8.3,8.2,8.4,8.2,8.7,8.7,8.3,8.2,8.1,9.3
094-01,loma real,cd. valles-loma real,184d,6.100,"2,414",4.6,92.6,0.0,0.1,2.0,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,"881,237",8.0,7.5,8.2,8.0,8.5,8.2,8.7,8.5,8.1,8.5,8.4,9.4
094-02,loma real,loma real-altamira,184d,6.100,"2,011",4.5,92.6,0.0,0.1,2.0,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,"734,022",8.0,7.5,8.2,8.2,8.5,8.3,8.7,8.6,8.1,8.5,8.2,9.2
095,cuyutlán,armería-manzanillo,200d,61.400,"14,461",0.0,72.2,0.1,1.7,1.8,1.5,1.0,6.0,2.9,1.1,0.3,11.1,0.3,"5,278,321",7.5,6.6,7.3,7.9,7.3,7.4,7.7,10.1,8.6,9.2,9.7,10.7
096,puente san miguel,los mochis-estación don,015d,19.700,"9,862",0.2,57.8,0.9,4.3,3.5,2.9,1.7,17.8,2.8,0.3,0.1,5.8,1.9,"3,599,606",8.8,7.4,8.5,9.0,8.3,7.9,8.4,8.0,7.4,8.0,8.1,10.2
097,estación don la jaula,estación don-navojoa,015d,129.900,"6,008",0.3,45.2,0.0,7.3,3.1,2.9,2.1,26.2,3.3,0.5,0.1,9.0,0.0,"2,192,918",9.3,7.2,8.5,9.5,8.2,7.7,8.3,7.9,7.1,7.7,7.8,10.8
098,fundición,navojoa-cd. obregón,015d,195.500,"7,924",0.3,54.2,0.0,7.0,3.4,2.6,1.6,20.9,2.6,0.3,0.1,7.0,0.0,"2,892,153",9.1,7.4,8.5,9.1,8.1,7.6,8.2,8.0,7.4,7.8,8.0,10.8
099,esperanza,,,,"3,998",0.3,56.5,0.0,10.0,3.7,2.5,1.4,17.3,2.8,0.2,0.0,5.3,0.0,"1,459,362",8.5,7.3,8.3,8.9,8.0,7.4,8.3,8.0,7.5,8.6,8.4,10.8
100,guaymas,libramiento de guaymas,,,"8,776",0.2,59.0,0.0,3.9,2.7,2.1,1.4,20.6,2.3,0.3,0.0,7.5,0.0,"3,203,097",9.0,7.4,8.5,9.1,8.2,7.8,8.1,7.7,7.2,7.9,8.2,10.9
101,hermosillo,,,,"12,760",0.2,67.9,0.0,3.8,2.7,1.6,1.1,14.6,1.8,0.2,0.0,6.1,0.0,"4,657,550",8.4,6.9,8.3,8.8,8.7,8.3,8.6,7.8,7.3,8.2,8.3,10.4
102,magdalena,libramiento de magdalena,015d,184.400,"9,290",0.2,68.4,0.0,1.6,2.6,1.3,0.7,15.5,2.2,0.2,0.0,7.3,0.0,"3,390,764",8.2,7.0,8.3,8.8,8.6,8.3,8.6,7.8,7.4,8.3,8.6,10.1
103,nogales,libramiento de nogales,15d,0.000,"3,190",0.2,68.1,3.6,0.4,1.9,1.0,0.2,24.6,0.0,0.0,0.0,0.0,0.0,"1,164,477",7.4,7.1,8.2,8.7,9.2,8.5,7.9,6.9,6.8,8.2,10.8,10.3
104,durango,durango-guadalupe victoria,040d,15.500,"3,961",0.6,63.7,1.1,4.6,3.2,2.2,0.8,10.2,2.0,0.5,0.0,7.5,3.6,"1,445,672",7.9,6.9,8.0,9.0,8.1,8.0,10.6,9.2,7.5,7.5,7.5,9.8
105,yerbanis,guadalupe victoria-yerbanís,040d,112.186,"3,299",0.6,60.1,1.2,5.4,3.4,2.4,0.8,11.6,2.2,0.6,0.0,8.7,3.0,"1,204,065",7.7,6.6,7.9,9.2,7.9,8.1,11.0,9.4,7.6,7.6,7.5,9.5
106-01,cuencamé iii,yerbanís-pedriceña,040d,143.220,"3,223",0.7,59.9,1.3,5.7,3.3,2.4,0.8,11.5,2.0,0.6,0.0,8.2,3.6,"1,176,369",7.6,6.6,7.9,9.6,7.9,8.1,11.3,9.8,7.3,7.2,7.2,9.5
106-02,cuencamé iii,yerbanís-cuencamé,040d,143.220,201,0.3,47.9,1.3,0.8,2.9,2.7,1.0,7.6,2.1,0.2,0.0,8.1,25.1,"73,461",8.0,7.0,5.5,8.9,8.1,8.7,10.5,10.1,8.0,7.9,8.2,9.1
106-03,cuencamé iii,cuencamé-pedriceña,040d,143.220,"4,423",0.3,33.2,1.6,5.6,4.2,4.2,2.4,28.8,4.9,1.1,0.0,12.3,1.4,"1,614,288",7.5,6.0,6.9,8.2,7.1,7.1,15.8,7.8,6.9,8.3,8.4,10.0
107-01,león guzmán,pedriceña-gómez palacio,040d,212.709,"5,106",0.4,40.3,1.7,5.3,3.8,3.7,1.7,26.1,4.0,0.7,0.0,10.6,1.7,"1,863,684",8.3,6.6,7.7,8.5,7.9,8.0,10.0,9.1,7.4,8.5,8.6,9.4
107-02,león guzmán,pedriceña-león guzmán,040d,212.709,"2,509",0.7,62.5,1.0,5.1,3.7,2.4,1.3,7.4,2.9,1.1,0.0,9.3,2.6,"915,778",7.8,7.1,8.3,9.0,8.2,8.2,9.8,9.1,7.8,7.9,7.9,8.9
107-03,león guzmán,león guzmán-gómez palacio,040d,212.709,998,0.5,24.1,2.2,0.5,5.9,6.9,3.9,35.9,10.3,0.2,0.0,2.5,7.1,"364,422",7.9,7.2,8.7,8.3,8.1,8.2,9.3,9.3,8.6,7.9,7.9,8.6
108,san nicolás de los jassos,libramiento oriente de san luis potosí,057d,11.220,"22,218",0.4,26.7,0.0,2.1,5.6,4.7,1.2,46.2,4.7,0.4,0.1,7.9,0.0,"8,109,735",8.1,7.3,8.4,8.2,8.5,8.2,8.7,7.7,8.1,8.6,8.6,9.6
109,calera víctor rosales,víctor rosales-enrique estrada,045d,27.500,"17,186",12.5,60.2,0.0,0.2,7.0,0.0,0.0,12.6,2.6,0.0,0.0,4.9,0.0,"6,273,026",8.1,7.4,8.2,7.8,8.5,8.2,8.9,8.8,8.3,8.6,8.4,8.8
110-01,san martín texmelucan,san martín texmelucan-tlaxcala,117d,5.450,"5,628",1.0,77.4,0.1,5.6,5.0,2.3,0.6,3.8,1.3,0.0,0.0,1.5,1.4,"2,054,188",8.2,7.2,7.9,8.0,8.0,7.7,8.3,8.9,8.0,8.6,9.2,10.0
110-02,san martín texmelucan,san martín texmelucan-arco norte,117d,5.450,617,1.1,85.5,0.0,0.5,3.8,1.9,0.4,3.5,0.2,0.0,0.0,0.5,2.6,"225,235",8.6,7.6,8.0,8.1,8.4,7.8,8.4,8.7,8.1,9.1,8.2,9.0
110-03,san martín texmelucan,san martín texmelucan-puebla,117d,5.450,"1,534",0.8,86.2,0.0,1.4,4.6,2.7,0.2,2.0,0.4,0.0,0.0,0.5,1.2,"560,042",9.2,7.3,7.0,6.2,7.1,7.5,7.4,8.2,7.6,8.9,11.0,12.6
111,ecatepec,ecatepec-pirámides,132d,1.187,"20,434",1.1,76.7,0.1,6.1,3.7,2.2,0.5,5.1,1.0,0.1,0.0,2.4,1.0,"7,458,291",8.8,7.8,8.7,9.1,8.6,7.5,8.2,8.5,7.5,8.1,8.1,9.1
112,tepexpan,tepexpan-pirámides,132d,9.725,"5,066",1.0,80.0,0.1,1.1,4.1,2.4,0.3,3.4,1.0,0.0,0.0,1.2,5.4,"1,848,954",8.5,7.6,8.6,9.2,8.8,7.8,8.4,8.6,7.7,8.1,8.1,8.6
113-01,chichén itza,kantunil-valladolid,180d,115.500,"4,455",0.4,65.9,0.3,3.8,3.9,2.7,0.7,7.3,2.4,0.3,0.1,11.2,1.0,"1,625,932",8.8,7.0,7.2,7.8,7.5,7.4,9.2,10.3,9.2,8.1,8.1,9.4
113-02,chichén itza,kantunil-pisté,180d,115.500,402,0.6,74.5,0.3,1.7,3.5,3.1,0.8,7.8,4.9,0.0,0.0,1.3,1.5,"146,576",8.2,7.6,7.8,7.8,6.1,6.8,10.8,12.6,11.6,6.3,7.0,7.4
113-03,chichén itza,pisté-valladolid,180d,115.500,443,0.5,90.6,0.1,3.9,1.4,0.5,0.1,0.4,0.2,0.0,0.0,0.1,2.2,"161,644",8.7,6.1,7.7,7.5,7.3,8.1,10.7,11.5,8.2,6.1,9.0,9.1
114,tintal,valladolid-cancún,180d,238.000,"3,119",0.4,68.6,0.2,5.7,3.3,2.5,0.4,6.3,1.1,0.2,0.0,9.8,1.5,"1,138,261",8.4,7.3,8.0,8.5,7.6,7.3,8.7,9.8,8.4,7.9,8.2,9.9
115,chichimequillas,,057d,20.320,"20,067",0.3,38.8,0.0,1.5,6.8,5.6,0.9,35.8,3.7,0.2,0.0,6.4,0.0,"7,324,495",7.9,7.4,8.2,8.1,8.5,8.1,8.2,8.6,8.0,8.9,9.0,9.1
116-01,cuitláhuac,córdoba-la tinaja,150d,14.140,"16,128",0.5,47.5,0.0,4.4,5.1,6.8,1.0,17.2,3.2,0.4,0.1,13.8,0.0,"5,886,725",8.3,7.2,8.3,8.8,8.3,8.0,8.7,8.7,7.6,8.2,8.3,9.6
116-02,cuitláhuac,córdoba-cuitláhuac,150d,14.140,177,2.6,91.7,0.0,0.1,3.5,1.3,0.0,0.5,0.1,0.0,0.0,0.2,0.0,"64,650",8.4,7.6,8.1,7.4,8.3,8.3,8.8,8.7,7.1,8.2,9.5,9.6
116-03,cuitláhuac,cuitláhuac-la tinaja,150d,14.140,159,1.3,87.6,0.0,0.4,4.6,4.0,0.2,1.0,0.4,0.0,0.0,0.5,0.0,"57,903",7.9,6.8,7.8,9.7,9.2,9.3,9.2,9.2,7.5,6.9,6.7,9.8
117-01,paso del toro,la tinaja-veracruz,150d,89.900,"5,748",1.2,82.7,0.0,5.6,4.1,2.6,0.2,1.9,0.4,0.0,0.0,1.3,0.0,"2,098,179",8.1,7.1,8.2,9.2,8.5,8.4,8.9,8.5,7.7,7.9,8.0,9.5
117-02,paso del toro,la tinaja-paso del toro,150d,89.900,"6,393",0.6,43.0,0.0,1.6,4.9,6.3,1.3,17.9,5.3,0.7,0.2,18.2,0.0,"2,333,621",8.2,7.4,8.7,8.8,8.7,8.3,8.6,8.5,7.9,8.0,8.0,8.9
117-03,paso del toro,paso del toro-veracruz,150d,89.900,"7,588",6.9,86.7,0.0,0.7,3.0,1.1,0.1,0.8,0.2,0.0,0.0,0.5,0.0,"2,769,481",8.1,7.3,8.5,8.5,8.8,8.5,9.0,8.5,7.8,8.4,8.1,8.5
118,león ii,salamanca-león,045d,6.000,279,1.1,74.9,0.2,0.5,3.7,3.5,0.5,11.6,1.2,0.2,0.0,2.6,0.0,"101,999",6.8,8.5,8.8,8.2,7.8,7.5,7.7,8.1,8.5,8.9,9.5,9.7
119,cuerámaro,león-central de abastos,045d,12.000,"2,505",1.2,64.9,0.2,0.2,9.1,7.5,1.0,12.7,1.8,0.1,0.0,1.3,0.0,"914,317",7.4,7.3,8.5,7.6,8.7,8.4,8.2,8.8,8.4,9.0,8.9,8.8
120,plan de ayala,león-plan de ayala,045d,15.300,881,0.9,75.0,0.4,0.1,6.3,8.1,0.4,5.8,2.0,0.1,0.0,0.9,0.0,"321,542",6.8,7.3,8.1,7.3,8.4,8.6,8.4,8.4,8.4,9.2,9.3,9.8
121,san francisco del rincón remotas,león-ent. san francisco,045d,19.000,"2,117",0.9,80.2,0.3,0.5,6.4,4.8,0.7,4.5,0.9,0.0,0.0,0.8,0.0,"772,736",8.0,7.8,8.5,7.7,8.4,8.3,8.4,8.6,8.2,8.7,8.5,8.9
122,las joyas,león-las joyas,045d,22.800,791,1.1,78.4,0.4,0.4,4.9,5.7,0.8,7.4,0.8,0.0,0.0,0.1,0.0,"288,864",6.8,6.5,7.3,6.5,7.4,7.3,7.0,15.0,8.9,9.4,9.0,8.9
123,león,león-lagos de moreno,045d,23.500,"22,026",0.6,58.6,0.3,2.9,6.3,6.3,0.9,16.1,2.2,0.4,0.1,5.3,0.0,"8,039,356",6.1,7.7,8.6,8.4,8.8,8.4,8.7,9.1,8.0,8.2,8.4,9.6
124,unión de san antonio,unión de san antonio-lagos de moreno,045d,48.020,296,0.6,67.8,1.1,0.7,4.5,3.9,1.2,8.2,2.3,0.2,0.0,9.5,0.0,"108,156",7.9,7.7,8.3,8.3,8.3,7.9,8.7,8.8,8.1,8.4,8.4,9.2
125-01,encarnación,lagos de moreno-aguascalientes,045d,88.840,"13,194",0.4,52.4,0.3,4.4,5.7,4.8,1.4,17.9,3.5,0.8,0.1,8.3,0.0,"4,815,678",7.5,7.7,4.6,9.4,9.2,8.7,9.4,9.3,8.0,8.4,8.4,9.4
125-02,encarnación,encarnación-aguascalientes,045d,88.840,805,0.4,62.8,0.4,2.1,6.8,7.2,1.8,11.6,4.2,0.1,0.0,2.6,0.0,"293,716",7.7,6.7,14.4,7.5,7.2,7.4,8.2,7.9,7.7,8.2,8.2,8.9
126,mármol,el venadillo-ent. la cruz,015d,25.150,"8,973",0.3,45.1,0.7,5.6,4.2,4.2,1.7,23.4,3.4,0.5,0.1,7.2,3.6,"3,275,325",8.4,7.8,8.5,8.9,8.0,8.0,8.8,8.6,7.5,8.0,8.0,9.5
127-01,quilá,ent. la cruz-quilá,015d,153.800,208,0.4,68.5,0.9,1.6,4.3,4.5,1.0,7.0,4.0,0.1,0.0,1.1,6.6,"75,779",9.7,8.9,8.7,9.3,8.5,7.4,8.0,7.1,7.1,8.5,8.1,8.7
127-02,quilá,quilá-costa rica,015d,153.800,301,0.3,77.5,0.6,1.6,2.6,3.8,1.0,3.6,2.1,0.0,0.0,0.4,6.5,"109,873",10.8,10.0,9.7,10.0,9.9,5.4,5.7,5.3,5.0,8.8,8.8,10.6
128,costa rica,ent. la cruz-costa rica,015d,187.800,"8,486",0.2,43.2,0.7,5.3,4.4,4.1,1.7,24.2,3.3,0.5,0.1,7.9,4.4,"3,097,321",8.6,7.7,8.5,8.8,8.1,7.8,8.7,8.5,7.5,8.0,8.1,9.7
129,puente inter. libre comercio,lucio blanco-los yndios,002,0.000,"2,196",0.0,89.1,0.5,0.0,0.3,0.6,1.1,8.1,0.1,0.2,0.0,0.0,0.0,"801,382",8.2,7.3,8.0,8.0,8.2,8.7,9.1,8.0,7.2,9.0,8.9,9.4
130-01,seybaplaya,villa madero-campeche,180d,32.000,"7,728",1.1,63.9,0.0,2.5,4.2,4.1,0.9,12.8,2.3,0.2,0.0,8.0,0.0,"2,820,649",8.2,6.9,8.0,8.8,8.1,8.1,8.8,8.8,7.8,8.2,8.4,9.9
130-02,seybaplaya,villa madero-seybaplaya,180d,32.000,149,2.4,62.4,0.0,0.5,3.8,2.9,2.3,7.6,16.3,0.2,0.0,1.6,0.0,"54,264",6.0,5.1,6.5,9.5,10.9,10.6,9.1,9.0,7.9,7.2,7.9,10.3
130-03,seybaplaya,seybaplaya-campeche,180d,32.000,"1,494",5.0,77.1,0.0,2.2,2.3,7.8,0.6,1.3,3.3,0.0,0.0,0.4,0.0,"545,473",8.0,7.4,8.1,8.3,7.9,8.0,8.9,8.7,7.6,8.7,8.6,9.8
131,morfín chávez,la providencia-san isidro,045d,57.060,"7,720",0.4,50.0,1.4,2.1,4.8,4.3,1.5,21.9,4.5,0.0,0.0,9.1,0.0,"2,817,770",8.3,7.2,8.0,8.0,8.1,8.2,9.2,9.0,8.0,8.4,8.3,9.3
132-01,los ramones,cadereyta-los ramones,040d,70.260,118,1.3,78.9,0.0,0.1,1.3,2.2,0.8,7.7,4.3,0.0,0.2,3.2,0.0,"43,110",10.8,8.9,9.3,7.7,6.7,6.5,6.7,6.0,6.4,8.4,8.9,13.7
132-02,los ramones,los ramones-general bravo,040d,70.260,2,0.3,68.4,0.0,0.0,5.4,1.3,3.0,1.6,1.0,0.0,1.9,17.1,0.0,702,9.7,8.4,9.1,10.0,7.5,5.8,8.1,8.8,10.8,5.8,5.6,10.4
132-03,los ramones,los ramones-la sierrita,040d,70.260,63,0.1,82.0,0.0,0.0,0.4,0.5,0.1,0.9,1.1,0.2,0.0,14.7,0.0,"23,095",10.1,8.1,9.2,8.8,8.0,6.8,7.4,6.3,6.8,6.6,8.5,13.4
132-04,los ramones,los ramones-los herrera,040d,70.260,2,0.0,66.1,0.0,0.0,1.1,0.1,0.8,0.5,0.0,5.0,7.1,19.3,0.0,875,6.3,7.9,6.1,4.7,8.2,7.7,11.2,10.1,9.5,6.5,8.5,13.3
133-01,los herrera,los herrera-general bravo,040d,103.800,11,0.0,75.0,0.0,0.0,0.7,12.1,0.6,1.4,5.4,0.5,0.0,4.3,0.0,"4,002",9.3,8.6,10.5,8.3,7.5,7.1,8.9,7.9,8.4,6.9,8.0,8.6
133-02,los herrera,cadereyta-los herrera,040d,103.800,174,0.5,76.4,0.0,0.2,2.1,3.0,0.7,5.5,7.6,0.1,0.1,3.8,0.0,"63,658",10.4,7.3,7.4,7.7,6.2,7.2,7.2,7.3,8.1,7.5,9.7,14.0
133-03,los herrera,los herrera-la sierrita,040d,103.800,37,0.1,74.3,0.0,0.0,1.3,0.3,0.2,3.7,2.9,0.0,0.2,17.0,0.0,"13,379",9.3,6.8,9.3,8.2,6.7,7.6,11.5,9.4,9.0,5.7,6.8,9.7
133-04,los herrera,los herrera-los ramones,040d,103.800,2,0.1,58.0,0.0,0.0,1.4,0.4,1.1,0.7,0.8,1.5,1.7,34.3,0.0,717,6.6,7.4,4.3,6.6,9.2,6.8,13.0,11.7,12.0,5.7,6.8,9.9
134,general bravo,cadereyta-la sierrita,040d,124.000,"7,134",0.1,62.3,0.0,2.7,3.1,2.6,1.4,17.4,3.6,0.4,0.3,6.1,0.0,"2,603,751",7.8,7.3,8.5,8.9,7.9,7.8,9.0,8.6,7.6,8.1,8.6,9.9
135-01,dr. coss,cadereyta-general bravo,040d,123.700,120,0.2,87.5,0.0,0.2,2.1,5.2,0.4,3.0,0.6,0.2,0.2,0.4,0.0,"43,865",7.5,6.7,7.3,8.1,6.9,6.8,9.0,8.6,8.5,8.5,9.5,12.6
135-02,dr. coss,general bravo-la sierrita,040d,123.700,606,0.2,92.9,0.0,0.1,1.4,0.5,0.1,1.4,0.3,0.1,0.0,3.0,0.0,"221,276",8.0,6.8,7.8,8.3,7.0,7.5,9.4,8.4,8.3,7.8,9.2,11.5
