index,tollbooth_name,direction,road,km,tdpa,M,A,AR,B,C2,C3,C4,C5,C6,C7,C8,C9,VNC,vta,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC
071-01,alpuyeca,cuernavaca-alpuyeca,095d,123.000,"3,969",1.9,81.8,0.1,4.4,3.8,2.1,0.3,1.6,1.3,0.0,0.0,0.2,2.5,"1,448,796",7.3,6.9,8.5,8.3,8.6,7.9,8.9,8.2,7.7,8.7,8.5,10.5
071-02,alpuyeca,alpuyeca-puente de ixtla,095d,123.000,116,2.0,89.1,0.3,0.3,1.9,5.5,0.2,0.5,0.2,0.0,0.0,0.0,0.0,"42,333",6.6,5.8,7.6,7.5,8.7,7.9,9.3,7.9,7.5,9.8,9.6,11.8
072-01,paso morelos,puente de ixtla-chilpancingo,095d,187.000,"9,145",0.6,71.4,0.1,4.1,2.3,2.0,0.5,3.0,0.6,0.1,0.0,1.5,13.8,"3,337,798",8.1,6.3,9.1,8.8,9.2,7.7,9.4,7.2,5.9,7.5,8.5,12.3
072-02,paso morelos,puente de ixtla-paso morelos,095d,187.000,176,3.6,90.6,0.2,0.1,3.5,1.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2,"64,414",9.9,6.5,8.8,9.7,10.1,8.0,8.4,7.5,6.8,7.4,7.9,9.0
072-03,paso morelos,paso morelos-chilpancingo,095d,187.000,332,1.0,81.4,0.3,0.6,3.3,2.6,0.9,0.5,1.1,0.0,0.0,0.1,8.2,"121,331",8.6,6.8,9.1,9.2,8.9,8.0,8.7,8.0,7.1,8.2,8.0,9.4
073,palo blanco,chilpancingo-tierra colorada,095d,285.850,"11,159",0.7,73.2,0.1,3.0,2.3,2.4,0.4,2.6,0.8,0.0,0.0,1.2,13.3,"4,072,995",8.2,6.4,9.3,8.9,9.3,7.8,9.2,6.9,6.1,7.7,8.4,11.8
074,la venta,tierra colorada-acapulco,095d,365.400,"10,538",0.7,74.0,0.1,4.1,2.2,2.5,0.4,2.8,0.9,0.0,0.0,1.2,11.1,"3,846,345",8.2,6.5,9.5,8.9,9.2,7.8,9.2,7.0,6.1,7.7,8.5,11.4
075,puente inter. zaragoza-ysleta,zaragoza-ysleta,045,0.000,"6,097",1.2,69.2,0.4,0.0,1.5,4.7,0.4,22.6,0.0,0.0,0.0,0.0,0.0,"2,225,444",7.5,7.2,8.5,8.0,8.1,8.3,8.7,8.9,8.5,8.5,9.1,8.7
076-01,arenal,ent. ameca-magdalena,015d,10.960,"10,394",0.7,69.7,0.2,6.6,3.3,4.1,0.8,9.7,1.5,0.1,0.0,1.8,1.5,"3,793,776",7.7,6.4,8.7,8.8,8.9,8.2,9.3,8.1,7.2,8.2,8.4,10.1
076-02,arenal,ent. ameca - ent. arenal,015d,16.500,62,0.2,38.1,0.4,0.3,3.7,5.4,1.4,23.6,2.4,0.4,1.6,22.5,0.0,"22,802",6.4,6.6,8.0,7.8,8.2,8.9,9.9,8.6,8.7,8.7,9.3,8.9
076-03,arenal,ent. arenal -  magdalena,015d,16.500,"3,663",0.4,39.6,0.4,3.1,4.2,8.0,2.2,28.0,4.3,0.6,0.1,7.5,1.6,"1,337,015",7.8,6.7,8.3,8.5,8.4,8.3,9.4,8.0,7.4,8.2,8.5,10.5
077,tequila,tequila-magdalena,015d,33.840,401,1.9,84.5,0.3,2.2,3.1,1.5,0.1,0.6,0.1,0.0,0.0,0.1,5.6,"146,381",8.0,6.1,8.5,8.7,8.5,8.6,10.7,8.3,6.7,7.6,8.3,10.0
078,plan de barrancas,magdalena-ixtlán del río,015d,69.337,"12,884",0.5,61.0,0.3,5.8,3.8,5.1,1.2,15.0,2.4,0.2,0.0,3.6,1.1,"4,702,774",7.9,6.5,8.6,8.8,8.8,8.3,9.3,8.0,7.1,8.1,8.4,10.2
079-01,santa ma. del oro,ixtlán del río-tepic,015d,145.146,"5,729",0.4,43.2,0.4,6.0,4.8,5.7,1.7,26.3,2.6,0.5,0.1,7.1,1.2,"2,090,980",8.0,6.9,8.5,8.3,8.4,8.2,8.6,7.9,7.7,8.6,8.6,10.3
079-02,santa ma. del oro,ixtlán del río-sta. ma. del oro,015d,145.146,"3,141",1.0,72.1,0.7,3.0,2.8,5.9,1.1,7.9,1.6,0.0,0.0,0.8,3.1,"1,146,639",8.5,6.8,8.6,8.9,8.7,8.0,8.7,7.5,7.0,7.9,8.3,11.1
079-03,santa ma. del oro,santa,015d,145.146,752,1.3,86.3,0.3,0.9,2.9,2.7,0.2,1.1,0.4,0.0,0.0,0.1,3.8,"274,355",9.6,6.6,8.5,8.6,9.1,7.7,8.6,8.0,7.2,8.0,7.9,10.2
080,camargo,jiménez-camargo,045d,11.000,"4,690",0.0,45.8,0.0,6.4,4.9,3.4,1.2,27.9,3.5,0.5,0.1,6.3,0.0,"1,711,797",8.1,6.2,9.8,10.1,8.6,9.5,11.6,10.5,6.1,6.3,5.7,7.5
081,altavista,camargo-conchos,045d,73.000,"5,485",0.0,56.1,0.0,4.5,5.2,3.2,1.0,21.2,2.8,0.5,0.1,5.4,0.0,"2,002,193",10.7,7.6,8.7,9.7,8.8,9.3,11.3,10.3,5.9,5.8,5.0,6.9
082,saucillo,conchos-delicias,045d,116.300,"6,766",0.0,57.6,0.0,4.1,5.1,3.1,1.1,21.2,2.8,0.4,0.0,4.6,0.0,"2,469,636",10.0,8.2,9.3,10.0,9.4,9.7,11.3,10.5,4.8,5.5,4.9,6.4
083,acatic,zapotlanejo-acatic,080d,21.000,487,0.6,78.1,0.5,0.4,6.9,4.6,0.7,4.0,0.9,0.1,0.0,0.6,2.6,"177,726",7.4,7.2,8.3,8.1,8.9,9.0,8.6,7.9,7.9,8.6,8.5,9.6
084-01,tepatitlán,zapotlanejo-ent. arandas,080d,41.512,"15,352",0.3,50.9,0.2,2.7,5.3,4.7,1.1,20.2,3.0,0.5,0.1,9.7,1.3,"5,603,489",10.2,9.2,8.6,5.4,6.1,7.3,8.5,8.6,8.5,9.3,9.0,9.3
084-02,tepatitlán,zapotlanejo-tepatitlán,080d,41.512,"2,567",0.4,85.3,0.3,2.1,3.8,2.3,0.3,2.3,0.9,0.0,0.0,0.9,1.4,"936,783",6.7,6.5,8.4,8.2,8.5,8.4,8.9,8.3,8.2,9.1,9.1,9.7
084-03,tepatitlán,tepatitlán-ent. arandas,080d,41.512,868,0.3,45.7,0.5,0.3,5.3,12.4,1.7,16.9,7.5,0.2,0.1,2.6,6.5,"316,924",7.5,7.4,8.6,7.9,8.8,8.8,8.9,8.3,7.8,8.6,8.7,8.7
085,san miguel el alto,ent. arandas-san miguel el alto,080d,75.300,894,0.4,80.3,0.4,0.6,4.1,4.8,0.7,3.6,1.7,0.1,0.0,1.3,2.0,"326,367",7.2,6.5,8.3,8.2,8.5,8.5,8.9,8.2,8.0,8.7,8.7,10.3
086-01,jalostotitlán,ent. arandas-desperdicio,080d,90.800,"14,336",0.3,49.5,0.3,3.0,5.0,5.2,1.2,20.7,3.3,0.6,0.1,10.2,0.6,"5,232,572",7.4,6.7,8.2,8.2,8.3,8.1,9.2,8.5,7.9,8.7,9.0,9.8
086-02,jalostotitlán,ent. arandas-jalostotitlán,080d,90.800,430,0.3,79.4,0.3,2.1,3.6,2.0,0.5,1.5,0.4,0.0,0.0,0.8,9.1,"156,851",7.4,6.8,8.2,7.8,8.3,8.3,10.3,9.3,7.5,8.4,7.9,9.8
086-03,jalostotitlán,el desperdicio-jalostotitlán,080d,90.800,701,0.6,76.6,0.4,5.7,2.9,4.2,0.4,2.1,1.9,0.1,0.0,0.9,4.2,"255,814",7.0,6.1,7.6,7.6,8.2,7.7,8.8,8.7,8.3,9.3,9.2,11.5
087,san juan de los lagos,ent. san juan de los lagos-el desperdicio,080d,110.520,763,0.8,77.6,0.3,11.9,2.2,2.1,0.2,1.6,1.1,0.0,0.0,0.4,1.8,"278,346",6.3,5.3,7.6,8.0,8.5,7.7,10.1,8.3,6.8,8.5,9.5,13.4
088-01,agualeguas,agualeguas-paras,085d,79.700,6,0.0,78.9,1.1,0.9,2.3,2.8,0.5,12.2,0.8,0.0,0.0,0.5,0.0,"2,113",12.8,5.3,8.9,7.6,7.4,9.5,7.0,5.2,6.3,8.7,7.5,13.8
088-02,agualeguas,monterrey-agualeguas,085d,79.700,600,0.3,55.6,1.1,0.3,8.7,3.8,1.0,25.7,0.9,0.6,0.1,1.9,0.0,"218,882",7.6,6.6,8.9,8.8,9.3,9.0,8.1,7.7,7.8,8.2,8.3,9.7
089-01,sabinas,monterrey-la gloria,085d,100.000,"12,083",0.0,24.6,0.7,2.7,2.4,2.1,0.4,63.6,0.9,0.4,0.0,2.2,0.0,"4,410,192",8.0,6.8,8.6,8.1,8.2,8.4,8.3,8.1,7.8,8.4,8.8,10.5
089-02,sabinas,sabinas-la gloria,085d,100.000,34,0.4,72.4,2.1,0.4,7.5,1.6,0.9,13.9,0.2,0.0,0.0,0.6,0.0,"12,407",7.5,6.0,8.5,7.3,8.1,8.8,7.8,8.0,8.2,10.6,8.4,10.8
090,sabinas parás,monterrey-sabinas,085d,100.000,68,0.3,46.0,1.3,3.4,4.6,3.1,0.7,9.0,0.6,0.1,0.1,30.8,0.0,"24,853",7.8,7.3,9.1,8.8,9.4,7.8,8.5,8.7,8.2,8.4,8.1,7.9
091,entronque ex-garita,la gloria-san fernando,085d,191.300,"8,642",0.1,32.5,0.6,2.6,3.1,2.7,0.5,52.6,1.1,0.5,0.0,3.0,0.7,"3,154,435",7.9,6.7,8.6,8.1,8.2,8.1,8.1,7.9,7.6,8.3,9.1,11.4
092,puente inter. solidaridad en colombia,colombia-dolores,001,0.000,"2,483",0.0,29.5,1.1,0.0,7.9,26.3,0.7,31.9,2.5,0.0,0.0,0.1,0.0,"906,433",8.6,6.9,9.2,8.3,8.1,8.6,8.3,8.1,7.8,8.2,8.5,9.4
093,tampico,cd. valles-altamira,184d,5.102,"6,958",1.3,51.6,0.5,1.1,7.1,6.1,1.0,13.2,4.8,0.4,0.1,11.8,1.0,"2,539,716",8.2,7.1,8.5,8.5,8.8,8.2,8.5,8.1,7.9,8.4,8.2,9.6
094-01,loma real,cd. valles-loma real,184d,6.100,"2,129",3.6,92.4,0.2,0.1,2.3,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.4,"777,136",7.9,7.2,8.5,8.4,8.9,8.2,8.8,8.5,8.2,8.5,8.5,8.4
094-02,loma real,loma real-altamira,184d,6.100,"1,932",3.5,92.4,0.2,0.0,2.3,0.9,0.0,0.3,0.0,0.0,0.0,0.0,0.4,"705,143",7.8,7.0,8.4,8.3,8.8,8.0,8.6,8.4,7.9,8.4,8.1,10.3
095,cuyutlán,armería-manzanillo,200d,61.400,"9,979",0.0,65.4,0.0,1.7,2.1,1.8,0.8,6.3,3.0,1.2,0.2,13.8,3.7,"3,642,400",8.2,7.4,8.9,9.1,9.6,8.2,8.6,7.4,6.6,7.6,7.9,10.5
096,puente san miguel,los mochis-estación don,015d,19.700,"9,345",0.2,58.4,1.0,3.5,3.9,3.3,1.4,18.0,3.1,0.3,0.2,5.8,0.9,"3,410,868",8.5,7.4,8.9,8.7,8.5,8.0,8.3,7.5,7.3,8.0,8.2,10.7
097,estación don la jaula,estación don-navojoa,015d,129.900,"7,223",0.1,9.7,0.3,2.3,1.2,1.5,0.4,11.8,0.9,0.2,0.0,4.4,67.2,"2,636,261",8.8,7.6,8.6,9.4,8.8,8.2,8.7,7.9,7.6,8.1,6.9,9.4
098,fundición,navojoa-cd. obregón,015d,195.500,"9,427",0.1,11.7,0.3,2.1,1.2,1.2,0.4,9.2,0.8,0.2,0.0,3.5,69.3,"3,440,922",8.5,7.5,8.3,8.9,8.8,8.2,8.6,8.0,7.7,8.4,7.5,9.6
099,esperanza,cd.obregón-ent.libramiento guaymas,,,"5,622",0.1,8.7,0.2,1.6,0.7,0.6,0.2,3.8,0.5,0.0,0.0,1.4,82.2,"2,051,925",8.5,7.8,8.6,9.3,9.5,8.9,9.3,8.5,8.5,8.6,5.5,7.0
100,guaymas,libramiento de guaymas,,,"8,261",0.0,12.9,0.4,1.4,1.0,1.1,0.3,10.1,0.7,0.1,0.0,4.1,67.9,"3,015,385",8.3,7.3,8.4,8.9,8.8,8.1,8.4,7.6,7.5,8.2,7.9,10.6
101,hermosillo,hermosillo-ent.libramiento magdalena,,,"11,655",0.0,14.1,0.4,0.9,0.6,0.4,0.2,3.8,0.4,0.0,0.0,1.5,77.7,"4,253,921",7.7,6.9,8.0,8.6,9.3,8.7,8.8,7.7,7.5,8.3,8.1,10.4
102,magdalena,libramiento de magdalena,015d,184.400,"7,860",0.1,25.1,0.8,0.9,1.2,0.8,0.3,8.9,1.1,0.1,0.0,3.8,56.9,"2,868,862",7.6,7.1,7.9,8.7,9.5,8.8,8.7,7.4,6.9,7.8,8.6,11.0
103,nogales,libramiento de nogales,15d,0.000,"1,830",0.1,60.0,3.9,0.3,2.8,1.8,0.2,30.9,0.0,0.0,0.0,0.0,0.0,"667,773",7.3,7.4,9.0,9.0,9.8,8.3,7.1,5.8,6.4,7.5,9.7,12.7
104,durango,durango-guadalupe victoria,040d,15.500,"3,533",0.4,63.3,1.0,3.7,3.3,2.4,0.8,10.3,2.2,0.6,0.0,8.0,4.0,"1,289,591",7.4,6.6,8.6,8.6,8.6,8.8,10.6,8.2,7.2,7.7,8.0,9.7
105,yerbanis,guadalupe victoria-yerbanís,040d,112.186,"2,899",0.5,60.5,1.1,4.1,3.5,2.6,0.8,11.9,2.3,0.7,0.0,9.2,2.8,"1,058,137",7.4,6.4,8.6,8.8,8.5,8.8,10.9,8.3,7.2,7.5,7.8,9.8
106-01,cuencamé iii,yerbanís-pedriceña,040d,143.220,"2,944",0.5,60.7,1.2,4.5,3.4,2.5,0.8,11.2,2.3,0.7,0.0,8.6,3.6,"1,074,580",7.3,6.2,8.6,8.9,8.5,8.8,11.3,8.3,7.2,7.5,7.7,9.7
106-02,cuencamé iii,yerbanís-cuencamé,040d,143.220,201,0.2,47.0,1.5,0.9,3.4,2.7,0.9,9.2,2.2,0.2,0.0,9.1,22.7,"73,493",7.6,6.9,8.5,8.6,8.4,8.7,10.0,8.1,7.8,8.0,8.0,9.4
106-03,cuencamé iii,cuencamé-pedriceña,040d,143.220,"3,657",0.2,36.6,1.5,4.4,4.0,3.7,2.0,27.6,5.1,1.1,0.0,12.8,1.0,"1,334,711",7.9,6.8,8.0,8.0,8.0,8.3,9.4,8.7,7.8,8.3,8.2,10.6
107-01,león guzmán,pedriceña-gómez palacio,040d,212.709,"4,684",0.3,43.7,1.6,4.3,3.5,3.5,1.4,24.5,4.0,0.8,0.0,10.7,1.7,"1,709,820",7.8,6.4,8.1,8.3,8.1,8.5,10.5,8.6,7.5,7.8,7.9,10.5
107-02,león guzmán,pedriceña-león guzmán,040d,212.709,"2,488",0.7,61.9,1.0,3.7,3.9,2.3,1.4,8.5,3.5,0.9,0.0,9.1,3.1,"908,098",7.4,6.9,8.7,8.6,8.4,8.3,9.3,8.4,7.9,8.3,8.3,9.5
107-03,león guzmán,león guzmán-gómez palacio,040d,212.709,836,0.5,23.5,2.4,0.5,5.8,6.2,2.7,33.6,8.9,0.2,0.0,1.6,14.1,"305,157",7.1,6.8,7.7,7.6,7.7,8.1,9.5,9.2,8.6,10.1,8.7,8.9
108,san nicolás de los jassos,libramiento oriente de san luis potosí,057d,11.220,"17,678",0.1,23.6,0.0,1.8,5.7,4.7,1.1,49.3,4.4,0.4,0.1,8.8,0.0,"6,452,334",8.5,7.4,8.7,8.2,8.2,8.3,8.6,8.0,7.6,8.3,8.4,9.8
109,calera víctor rosales,víctor rosales-enrique estrada,045d,27.500,"16,941",0.3,71.3,0.9,2.5,3.2,3.3,0.8,10.7,2.3,4.7,0.0,0.0,0.0,"6,183,579",7.7,7.0,8.1,8.0,8.5,8.5,9.1,8.8,7.9,8.5,8.4,9.5
110-01,san martín texmelucan,san martín texmelucan-tlaxcala,117d,5.450,"5,020",0.9,77.9,0.1,4.5,4.9,2.6,0.6,3.8,1.3,0.0,0.0,1.8,1.6,"1,832,185",6.7,6.6,8.0,7.9,8.6,8.1,8.9,8.3,7.8,9.0,9.5,10.6
110-02,san martín texmelucan,san martín texmelucan-arco norte,117d,5.450,645,0.9,85.4,0.0,0.4,4.0,1.9,0.4,4.2,0.4,0.0,0.0,0.2,2.2,"235,332",6.7,6.1,8.7,8.4,8.6,8.3,8.7,8.2,8.0,9.3,8.9,10.1
110-03,san martín texmelucan,san martín texmelucan-puebla,117d,5.450,990,0.6,85.6,0.0,1.7,4.3,2.2,0.2,2.3,0.9,0.0,0.0,0.4,1.8,"361,368",5.1,5.3,8.7,8.1,8.6,9.0,8.6,8.9,8.1,8.8,9.9,10.9
111,ecatepec,ecatepec-pirámides,132d,1.187,"20,644",0.9,78.9,0.1,4.4,3.9,2.2,0.4,4.8,1.0,0.1,0.0,2.1,1.2,"7,535,026",6.7,6.5,7.8,7.8,8.3,7.9,8.7,8.7,8.4,9.1,9.4,10.7
112,tepexpan,tepexpan-pirámides,132d,9.725,"4,805",0.9,80.9,0.1,0.6,5.0,3.4,0.3,3.7,1.0,0.0,0.0,1.4,2.7,"1,753,842",7.5,6.8,8.6,8.6,8.7,7.9,8.7,7.9,7.3,8.8,8.9,10.3
113-01,chichén itza,kantunil-valladolid,180d,115.500,"3,819",0.4,74.7,0.3,2.5,3.6,2.5,0.4,5.5,0.9,0.1,0.0,8.1,1.0,"1,393,900",7.7,6.6,8.0,8.4,8.2,7.6,8.8,8.5,8.0,8.7,9.0,10.5
113-02,chichén itza,kantunil-pisté,180d,115.500,770,0.7,90.6,0.3,0.5,1.9,1.3,0.2,1.6,1.0,0.0,0.0,0.4,1.5,"281,208",6.7,5.7,7.8,7.4,8.0,7.5,9.3,8.8,8.0,9.0,10.0,11.8
113-03,chichén itza,pisté-valladolid,180d,115.500,348,0.4,86.5,0.0,4.6,0.6,6.5,0.0,0.1,0.1,0.0,0.0,0.0,1.2,"126,929",7.9,6.3,7.8,6.9,7.4,13.4,8.8,8.0,6.4,7.6,9.0,10.5
114,tintal,valladolid-cancún,180d,238.000,"2,515",0.4,72.7,0.2,4.4,3.3,2.5,0.3,5.7,0.5,0.1,0.0,8.1,1.8,"917,794",7.9,6.5,7.8,8.1,8.0,7.6,9.0,8.5,7.7,8.6,9.1,11.2
115,chichimequillas,t. c.aut.,057d,20.320,"17,766",0.2,37.9,0.5,1.3,6.4,5.3,1.2,35.2,3.9,0.2,0.1,7.1,0.7,"6,484,509",7.6,7.0,8.3,8.1,8.4,8.3,8.7,8.5,8.1,8.8,8.7,9.5
116-01,cuitláhuac,córdoba-la tinaja,150d,14.140,"14,688",0.4,45.9,0.2,3.6,5.0,6.2,0.8,16.7,2.8,0.4,0.1,14.2,3.7,"5,361,152",7.7,6.8,8.3,8.3,8.5,8.0,8.6,8.2,7.8,8.6,8.6,10.6
116-02,cuitláhuac,córdoba-cuitláhuac,150d,14.140,151,1.8,75.7,0.2,0.1,4.0,2.4,0.0,0.7,0.3,0.0,0.0,1.1,13.7,"55,254",7.2,6.7,8.5,8.2,9.0,8.7,8.1,7.9,8.0,8.8,8.5,10.4
116-03,cuitláhuac,cuitláhuac-la tinaja,150d,14.140,136,1.5,85.1,0.5,0.2,4.2,3.6,0.1,1.7,1.4,0.0,0.0,0.8,0.9,"49,792",8.0,6.1,8.2,9.6,8.8,7.7,7.6,7.0,7.0,9.2,8.3,12.5
117-01,paso del toro,la tinaja-veracruz,150d,89.900,"5,250",0.9,81.3,0.1,4.4,4.3,2.6,0.2,2.0,0.5,0.0,0.0,1.4,2.3,"1,916,090",7.5,6.6,8.4,8.3,8.9,8.0,8.7,7.7,7.5,8.7,8.7,11.0
117-02,paso del toro,la tinaja-paso del toro,150d,89.900,"6,060",0.4,43.0,0.3,1.1,4.8,6.6,0.9,17.8,4.8,0.6,0.1,18.3,1.3,"2,211,839",7.8,7.1,8.5,8.5,8.6,8.2,8.6,8.2,7.9,8.5,8.3,9.8
117-03,paso del toro,paso del toro-veracruz,150d,89.900,"6,905",6.2,86.3,0.2,0.5,3.0,1.3,0.1,0.9,0.2,0.0,0.0,0.5,0.8,"2,520,499",7.8,7.0,8.4,8.3,9.0,8.1,8.5,7.9,8.1,8.7,8.5,9.7
118,león ii,salamanca-león,045d,6.000,738,1.4,80.5,0.2,0.3,4.7,3.2,0.2,5.1,0.6,0.1,0.0,0.9,2.8,"269,343",6.0,5.6,6.7,7.1,7.2,7.7,9.1,8.9,8.5,9.9,10.5,12.8
119,cuerámaro,león-central de abastos,045d,12.000,"4,383",0.5,64.0,0.1,0.2,9.3,7.7,1.0,12.3,2.2,0.0,0.0,1.1,1.6,"1,599,783",6.9,6.6,7.9,7.7,8.5,8.4,8.6,8.6,8.4,9.2,9.4,9.8
120,plan de ayala,león-plan de ayala,045d,15.300,"1,012",1.0,69.7,0.4,0.1,6.4,8.0,0.5,6.1,1.1,0.0,0.0,1.2,5.5,"369,257",7.0,6.7,7.8,7.6,8.4,8.4,8.6,8.5,8.4,8.9,9.6,10.1
121,san francisco del rincón remotas,león-ent. san francisco,045d,19.000,"3,521",0.7,74.6,0.3,0.3,6.7,6.4,0.7,5.0,1.2,0.0,0.0,1.0,3.1,"1,285,266",7.3,6.8,7.9,7.8,8.4,8.5,8.7,8.6,8.2,9.1,8.9,9.8
122,las joyas,león-las joyas,045d,22.800,"1,082",0.7,73.0,0.5,0.1,4.8,5.3,0.6,7.1,1.0,0.0,0.0,0.3,6.6,"395,023",6.7,6.5,7.9,7.6,8.1,8.2,8.8,9.0,8.5,9.3,9.2,10.2
123,león,león-lagos de moreno,045d,23.500,"13,056",0.4,49.0,0.3,3.2,5.8,6.2,0.9,21.5,2.5,0.7,0.1,8.2,1.2,"4,765,285",7.6,6.9,8.3,8.0,8.2,8.1,8.9,8.4,7.8,8.6,9.1,10.1
124,unión de san antonio,unión de san antonio-lagos de moreno,045d,48.020,569,0.4,65.0,0.9,0.7,4.1,3.4,0.5,7.4,2.9,0.1,0.0,10.2,4.4,"207,817",7.2,6.5,8.7,8.1,8.4,8.0,9.0,8.3,7.9,8.6,9.0,10.3
125-01,encarnación,lagos de moreno-aguascalientes,045d,88.840,"11,207",0.4,51.9,0.3,3.9,5.3,4.2,1.2,18.2,3.3,0.8,0.1,9.8,0.6,"4,090,374",7.6,6.9,8.3,8.1,8.2,8.0,9.0,8.5,7.9,8.7,9.0,9.8
125-02,encarnación,encarnación-aguascalientes,045d,88.840,"1,567",0.4,61.4,0.4,2.2,6.7,7.4,1.9,11.3,3.8,0.3,0.1,2.4,1.7,"571,966",6.6,6.0,7.6,8.2,8.9,8.8,9.8,8.9,8.2,8.6,8.6,9.8
126,mármol,el venadillo-ent. la cruz,015d,25.150,"8,298",0.3,48.0,0.7,4.4,4.0,4.3,1.3,23.6,3.3,0.5,0.1,7.5,2.0,"3,028,851",8.2,7.3,8.8,9.0,8.8,8.5,8.5,7.6,4.3,9.2,9.1,10.7
127-01,quilá,ent. la cruz-quilá,015d,153.800,91,0.4,55.4,0.9,1.0,5.8,4.6,1.0,12.5,10.2,0.1,0.0,1.6,6.5,"33,251",6.7,6.3,8.3,9.3,8.4,7.3,7.7,8.1,11.6,8.3,7.7,10.3
127-02,quilá,quilá-costa rica,015d,153.800,276,0.6,81.2,0.9,1.5,2.0,2.9,0.8,2.4,1.7,0.0,0.0,0.6,5.4,"100,833",8.4,7.5,8.8,8.3,9.0,9.2,8.0,7.1,6.5,8.6,8.5,10.1
128,costa rica,ent. la cruz-costa rica,015d,187.800,"8,257",0.2,47.6,0.7,4.7,3.9,4.0,1.3,24.1,3.1,0.5,0.1,7.9,1.9,"3,013,625",8.0,7.1,8.6,8.7,8.4,8.0,8.2,7.3,8.0,8.6,8.7,10.4
129,puente inter. libre comercio,lucio blanco-los yndios,002,0.000,"1,382",0.0,81.6,0.4,0.0,0.6,1.2,1.2,14.5,0.2,0.2,0.0,0.0,0.1,"504,311",7.4,5.7,7.5,7.2,7.4,7.4,8.2,9.2,8.2,8.3,10.9,12.6
130-01,seybaplaya,villa madero-campeche,180d,32.000,"6,706",1.0,64.6,0.5,1.9,4.3,4.0,0.7,12.1,1.7,0.2,0.1,7.5,1.4,"2,447,681",7.9,7.0,8.5,8.4,8.3,7.8,8.4,8.5,7.8,8.4,8.6,10.4
130-02,seybaplaya,villa madero-seybaplaya,180d,32.000,112,2.3,68.7,0.7,0.2,3.5,17.0,0.2,2.2,2.0,0.0,0.0,0.6,2.6,"40,862",7.8,7.2,12.2,15.3,8.3,6.5,8.7,6.8,5.7,6.0,6.2,9.3
130-03,seybaplaya,seybaplaya-campeche,180d,32.000,"1,089",4.9,87.9,0.2,1.2,2.4,1.0,0.0,0.5,0.5,0.0,0.0,0.2,1.2,"397,357",7.6,7.1,8.7,8.3,8.4,7.4,7.9,8.3,7.9,8.9,8.9,10.6
131,morfín chávez,la providencia-san isidro,045d,57.060,"7,201",0.3,52.8,1.4,2.6,4.1,3.8,1.2,20.8,4.0,9.0,0.0,0.0,0.0,"2,628,215",7.6,6.7,7.9,8.0,8.3,8.3,9.5,8.9,7.9,8.4,8.3,10.2
132-01,los ramones,cadereyta-los ramones,040d,70.260,100,0.4,85.5,1.4,0.1,1.8,1.4,0.7,6.7,1.6,0.0,0.0,0.4,0.0,"36,393",8.8,7.1,8.7,8.2,7.7,7.7,7.3,8.3,7.2,7.8,8.2,13.0
132-02,los ramones,los ramones-general bravo,040d,70.260,44,0.3,88.4,1.9,0.0,2.0,1.0,0.4,2.9,2.4,0.1,0.0,0.6,0.0,"16,081",29.3,29.2,29.4,1.2,1.4,1.3,1.3,0.8,0.9,1.4,1.6,2.2
132-03,los ramones,los ramones-la sierrita,040d,70.260,65,0.0,91.1,3.7,0.1,1.0,0.3,0.2,0.5,1.3,0.0,0.0,1.8,0.0,"23,888",8.6,6.1,9.1,8.5,8.2,6.9,7.6,6.3,6.6,8.0,9.6,14.5
133-01,los herrera,los herrera-general bravo,040d,103.800,15,0.2,73.7,2.6,0.0,1.7,11.5,0.3,2.6,6.2,0.0,0.0,1.2,0.0,"5,324",5.6,9.9,9.7,9.6,9.2,8.5,7.7,7.6,8.0,7.2,8.7,8.3
133-02,los herrera,cadereyta-los herrera,040d,103.800,130,0.7,83.3,2.6,0.1,2.1,3.8,0.5,5.1,1.3,0.0,0.0,0.5,0.0,"47,568",7.4,6.8,9.8,9.2,8.5,7.4,8.5,7.3,7.9,8.7,8.9,9.6
133-03,los herrera,los herrera-la sierrita,040d,103.800,47,0.1,89.1,1.6,0.0,1.5,0.5,0.1,4.1,1.9,0.0,0.0,1.1,0.0,"17,012",8.1,5.8,8.8,8.7,8.9,8.0,8.6,8.5,8.0,7.4,8.7,10.5
134,general bravo,cadereyta-la sierrita,040d,124.000,"5,504",0.1,54.4,0.5,2.9,3.7,3.0,1.3,20.6,5.2,0.4,0.3,7.6,0.0,"2,008,981",6.9,6.1,7.7,7.5,7.9,7.8,8.3,8.4,8.0,8.4,10.1,12.9
135-01,dr. coss,cadereyta-general bravo,040d,123.700,96,0.2,87.2,1.0,0.1,2.4,4.0,0.4,4.2,0.3,0.0,0.1,0.1,0.0,"35,130",6.3,6.0,8.4,8.8,8.1,7.7,8.4,7.9,8.4,9.0,9.7,11.3
135-02,dr. coss,general bravo-la sierrita,040d,123.700,460,0.2,94.6,1.5,0.1,1.6,0.3,0.1,1.1,0.1,0.0,0.0,0.4,0.0,"167,966",6.6,5.7,8.2,8.5,8.6,7.7,8.1,7.7,7.7,8.7,9.9,12.6
